" Ноутбук HP 15s-eq1136ur 22P99EA#ACB AMD Athlon Silver 3050U (2.30GHz-3.20GHz), 4GB DDR4, 256GB SSD, AMD Radeon Graphics, 15.6""FHD (1920x1080) IPS, WiFi ac, BT 4.2, HD WC, CR, DOS, Русская клавиатура, Gray https://www.link.kg/catalog/1/41499820",*  30702 ⊆   *,340 $
" Ноутбук Acer Aspire Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus(*id 12) https://www.link.kg/catalog/1/41493297",*  30250.5 ⊆   *,335 $
" ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,4GB,1TB, WIN11,RUS,SLATE GRAY https://www.link.kg/catalog/1/41503162",*  30250.5 ⊆   *,335 $
" HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 256GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374342",*  30792.3 ⊆   *,341 $
" Ноутбук Acer Aspire A3 Intel Core i3-1005G1 (1.20-3.40GHz), 8GB DDR4, 1TB HDD, Int VGA, 15.6""FHD LED, no DVDRW, WiFi, Bluetooth, LAN, DOS, голубой [NX.KAFEM.004](*id 12) https://www.link.kg/catalog/1/41493301",*  30431.1 ⊆   *,337 $
" Acer Aspire 3 A315-56 i3-1005G1 1.2-3.4GHz,8GB, 1TB + SSD 128GB, 15.6""FHD LED ,RUS,BLACK (12мес) https://www.link.kg/catalog/1/41503255",*  30431.1 ⊆   *,337 $
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 1TB + 512GB SSD M.2 NVMe PCIe, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374228",*  30972.9 ⊆   *,343 $
" Ноутбук Lenovo Ideapad 3-15IML05 Intel Core i3-10110U (up to 4.1Ghz), 15.6"" FHD (1920х1080), 12GB, 1TB +256GB SSD NVMe, Integrated Intel® UHD Graphic, WiFi, BT 5.0, Cam, PLATINUM GRAY [81WB00YWUE](*id 12) https://www.link.kg/catalog/1/41493165",*  30521.4 ⊆   *,338 $
" Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 512GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41375131",*  31153.5 ⊆   *,345 $
" Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 256GB SSD, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374237",*  31153.5 ⊆   *,345 $
" Ноутбук HP 15s-eq1136ur 22P99EA#ACB AMD Athlon Silver 3050U (2.30GHz-3.20GHz), 4GB DDR4, 256GB SSD, AMD Radeon Graphics, 15.6""FHD (1920x1080) IPS, WiFi ac, BT 4.2, HD WC, CR, DOS, Gray(*id 12) https://www.link.kg/catalog/1/41493390",*  30611.7 ⊆   *,339 $
" HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 512GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374367",*  31153.5 ⊆   *,345 $
" Lenovo IP3 i3-10110U 2.1-4.1GHz, 8GB,SSD 480GB, 15.6""FHD RUS, HDMI, BLACK https://www.link.kg/catalog/1/41503205",*  30702 ⊆   *,340 $
" ASUS VivoBook X515FA-EJ185W 15.6"" FHD i3-10110U 2.1-4.1GHz,4GB,1TB, WIN11,RUS,SILVER https://www.link.kg/catalog/1/41503164",*  30702 ⊆   *,340 $
" AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 8GB, 1TB, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, BLACK + сумка Asus в https://www.link.kg/catalog/1/41488538",*  32146.8 ⊆   *,356 $
" Asus ExpertBooK P1412CEA Intel Core i3-1115G4 (up to 4.1Ghz), 14"" LED FULL HD (1920 x 1080), 4GB DDR4-3200Mhz, 1TB, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY https://www.link.kg/catalog/1/41488511",*  32237.1 ⊆   *,357 $
" HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 1TB + 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374350",*  31334.1 ⊆   *,347 $
" Ноутбук ASUS-X515J, i3-1005G1, DDR4 8GB, 1TB, NO DVDRW, 15.6"", WIN-10Eng, Rus+Eng https://www.link.kg/catalog/1/41483606",*  32778.9 ⊆   *,363 $
" Ноутбук Acer Aspire A3 Intel Core i3-1005G1 (1.20-3.40GHz), 12GB DDR4, 1TB HDD, Int VGA, 15.6""FHD LED, no DVDRW, WiFi, Bluetooth, LAN, DOS, голубой [NX.KAFEM.004](*id 12) https://www.link.kg/catalog/1/41493306",*  30882.6 ⊆   *,342 $
" Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 8GB, 128GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41375133",*  31605 ⊆   *,350 $
" Ноутбук Lenovo IdeaPad 3 14IIL05 Intel Core i3-1005G1(1.20-3.40GHz), 4GBDDR4, 128GBSSD, Intel UHD Graphics,14 ""FHD(1920x1080)IPS, WiFiac, BT5.0,CR,WC, Win11ENG Home in Smode,Platinum Grey [81WD010UUS](*id 12) https://www.link.kg/catalog/1/41493177",*  31063.2 ⊆   *,344 $
" Ноутбук Lenovo Ideapad 3-15IML05 Intel Core i3-10110U (up to 4.1Ghz), 15.6"" FHD (1920х1080), 20GB, 500GB SSD, Integrated Intel® UHD Graphic, WiFi, BT 5.0, Cam, PLATINUM GRAY [81WB00YWUE](*id 12) https://www.link.kg/catalog/1/41493151",*  31063.2 ⊆   *,344 $
" Acer Aspire 3 A315-56 i3-1005G1 1.2-3.4GHz,12GB,SSD 512GB, 15.6""FHD LED ,RUS,BLACK (12мес) https://www.link.kg/catalog/1/41503259",*  31153.5 ⊆   *,345 $
" Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 8GB, 500GB, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41375125",*  31785.6 ⊆   *,352 $
" Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 500GB, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus https://www.link.kg/catalog/1/41374197",*  31785.6 ⊆   *,352 $
" Ноутбук ASUS-X543M, Intel N4020, DDR4 4GB, SSD-512GB, 15.6"", DVDRW, 1B-Star Grey, Rus+Eng https://www.link.kg/catalog/1/41483607",*  33230.4 ⊆   *,368 $
" ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,8GB,1TB, WIN11,RUS,SLATE GRAY https://www.link.kg/catalog/1/41503158",*  31334.1 ⊆   *,347 $
" Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 1TB HDD, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12) https://www.link.kg/catalog/1/41493355",*  31334.1 ⊆   *,347 $
" ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,4GB,SSD 480GB,RUS,SLATE GRAY https://www.link.kg/catalog/1/41503159",*  31424.4 ⊆   *,348 $
" Ноутбук Lenovo IdeaPad 3 14IIL05 Intel Core i3-1005G1 (1.20-3.40GHz), 8GB DDR4, 128GB SSD m.2 NVMe, Intel UHD Graphics, 14 ""FHD (1920x1080) IPS, WiFi ac, BT 5.0, CR, WC, Win 11 ENG Home in S mode, Eng-Ru, Platinum Grey [81WD010UUS](*id 12) https://www.link.kg/catalog/1/41493180",*  31514.7 ⊆   *,349 $
" Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 8GB, 1TB, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41375126",*  32146.8 ⊆   *,356 $
" Acer Aspire 3 A315-58-37M9 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 4GB, 128GB SSD PCIe? NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, ELECTRIC BLUE https://www.link.kg/catalog/1/41488563",*  33140.1 ⊆   *,367 $
" новая позиция4Asus ExpertBooK P1412CEA Intel Core i3-1115G4 (up to 4.1Ghz), 14"" LED FULL HD (1920 x 1080), 4GB DDR4-3200Mhz, 256GB SSD, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY https://www.link.kg/catalog/1/41488504",*  33140.1 ⊆   *,367 $
" Ноутбук Lenovo V15 G2 Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 256GB SSD m.2 NVMe, Intel HD Graphics 620, 15.6"" FULL HD, WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus, черный, Bag [82KB00Y8AK](*id 12) https://www.link.kg/catalog/1/41493888",*  31785.6 ⊆   *,352 $
" Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 1TB HDD, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12) https://www.link.kg/catalog/1/41493414",*  31785.6 ⊆   *,352 $
" Ноутбук Lenovo Ideapad 3-15IML05 Intel Core i3-10110U (up to 4.1Ghz), 15.6"" FHD (1920х1080), 20GB, 1TB +256GB SSD NVMe, Integrated Intel® UHD Graphic, WiFi, BT 5.0, Cam, PLATINUM GRAY [81WB00YWUE](*id 12) https://www.link.kg/catalog/1/41493160",*  31785.6 ⊆   *,352 $
" AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 12GB, 1TB, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, BLACK + сумка Asus в https://www.link.kg/catalog/1/41488536",*  33320.7 ⊆   *,369 $
" Asus ExpertBooK P1412CEA Intel Core i3-1115G4 (up to 4.1Ghz), 14"" LED FULL HD (1920 x 1080), 8GB DDR4-3200Mhz, 120GB SSD, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY https://www.link.kg/catalog/1/41488509",*  33411 ⊆   *,370 $
" HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 16GB, 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374362",*  32508 ⊆   *,360 $
" HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 500GB + 256GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374326",*  32598.3 ⊆   *,361 $
" HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 512GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374343",*  32598.3 ⊆   *,361 $
" Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 8GB, 128GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus https://www.link.kg/catalog/1/41374202",*  32598.3 ⊆   *,361 $
" Lenovo IdeaPad L3 A41TUN ATHLON 300U 2.4-3.3GHz,4GB,SSD 120GB, 15.6""FHD RUS BLACK ( СЦ) https://www.link.kg/catalog/1/41503178",*  32146.8 ⊆   *,356 $
" Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 500GB SSD, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12) https://www.link.kg/catalog/1/41493349",*  32146.8 ⊆   *,356 $
" Ноутбук Acer Aspire A3 Intel Core i3-1005G1 (1.20-3.40GHz), 8GB DDR4, 256GB SSD m.2 NVMe+1TB HDD, Int VGA, 15.6""FHD LED, no DVDRW, WiFi, Bluetooth, LAN, DOS, голубой [NX.KAFEM.004](*id 12) https://www.link.kg/catalog/1/41493299",*  32237.1 ⊆   *,357 $
" HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 1TB + 256GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374323",*  32778.9 ⊆   *,363 $
" Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 8GB, 500GB, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus https://www.link.kg/catalog/1/41374191",*  32778.9 ⊆   *,363 $
" Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 8GB, 512GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41375129",*  33411 ⊆   *,370 $
" Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 500GB + 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41375122",*  33411 ⊆   *,370 $
" Acer Aspire 3 A315-58-37M9 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 4GB, 256GB SSD PCIe? NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, ELECTRIC BLUE https://www.link.kg/catalog/1/41488643",*  34765.5 ⊆   *,385 $
" Lenovo Ideapad S145-15AST Black A6-9225 (up to 3.00Ghz), 4GB DDR4, 500GB, AMD Radeon R7 M445 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374229",*  33411 ⊆   *,370 $
" ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,8GB,SSD 480GB,RUS,SLATE GRAY https://www.link.kg/catalog/1/41503154",*  32869.2 ⊆   *,364 $
" Ноутбук Lenovo IdeaPad 3 14IIL05 Intel Core i3-1005G1 (1.20-3.40GHz), 4GB DDR4, 500GB SSD m.2 NVMe, Intel UHD Graphics, 14 ""FHD (1920x1080) IPS, WiFi ac, BT 5.0, CR, WC, Win 11 ENG Home in S mode, Eng-Ru, Platinum Grey [81WD010UUS](*id 12) https://www.link.kg/catalog/1/41493182",*  32869.2 ⊆   *,364 $
" Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 12GB, 128GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus https://www.link.kg/catalog/1/41374194",*  33501.3 ⊆   *,371 $
" AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 12GB, 256GB SSD PCIe NVMe M.2, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, https://www.link.kg/catalog/1/41488525",*  34946.1 ⊆   *,387 $
" Ноутбук Lenovo Ideapad 3-15IML05 Intel Core i3-10110U (up to 4.1Ghz), 15.6"" FHD (1920х1080), 20GB, 1TB +500GB SSD NVMe, Integrated Intel® UHD Graphic, WiFi, BT 5.0, Cam, PLATINUM GRAY [81WB00YWUE](*id 12) https://www.link.kg/catalog/1/41493161",*  32959.5 ⊆   *,365 $
" ASUS VivoBook X515FA-EJ186W 15.6"" FHD i3-10110U 2.1-4.1GHz,8GB,1TB+SSD 128GB, WIN11,RUS,SLATE GRAY https://www.link.kg/catalog/1/41503157",*  33049.8 ⊆   *,366 $
" AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 8GB, 1TB + 128GB SSD PCIe NVMe M.2, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng- https://www.link.kg/catalog/1/41488386",*  35036.4 ⊆   *,388 $
" Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 500GB + 128GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus https://www.link.kg/catalog/1/41374190",*  33681.9 ⊆   *,373 $
" AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 16GB, 128GB SSD, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, BLACK + сумка https://www.link.kg/catalog/1/41488531",*  35126.7 ⊆   *,389 $
" Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 500GB, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте) https://www.link.kg/catalog/1/41374073",*  33772.2 ⊆   *,374 $
" Lenovo IdeaPad L3 A41TUN ATHLON 300U 2.4-3.3GHz,4GB,SSD 240GB, 15.6""FHD RUS BLACK ( СЦ) https://www.link.kg/catalog/1/41503179",*  33230.4 ⊆   *,368 $
" Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41375123",*  33862.5 ⊆   *,375 $
" Acer Aspire 3 A315-58-37M9 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 8GB, 128GB SSD PCIe? NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, ELECTRIC BLUE https://www.link.kg/catalog/1/41488564",*  35217 ⊆   *,390 $
" новая позиция4Asus ExpertBooK P1412CEA Intel Core i3-1115G4 (up to 4.1Ghz), 14"" LED FULL HD (1920 x 1080), 8GB DDR4-3200Mhz, 256GB SSD, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY https://www.link.kg/catalog/1/41488505",*  35217 ⊆   *,390 $
" Asus ExpertBooK P1412CEA Intel Core i3-1115G4 (up to 4.1Ghz), 14"" LED FULL HD (1920 x 1080), 4GB DDR4-3200Mhz, 1TB + 128GB SSD PCIe NVMe, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY https://www.link.kg/catalog/1/41488493",*  35217 ⊆   *,390 $
" HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 1TB + 512GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374352",*  33862.5 ⊆   *,375 $
" Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 1TB, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте) https://www.link.kg/catalog/1/41374072",*  33862.5 ⊆   *,375 $
" Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 20GB, 1TB HDD, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12) https://www.link.kg/catalog/1/41493364",*  33320.7 ⊆   *,369 $
" Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 512GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus https://www.link.kg/catalog/1/41374201",*  33952.8 ⊆   *,376 $
" Ноутбук Lenovo Ideapad 3-15IML05 Intel Core i3-10110U (up to 4.1Ghz), 15.6"" FHD (1920х1080), 20GB, 1TB SSD, Integrated Intel® UHD Graphic, WiFi, BT 5.0, Cam, PLATINUM GRAY [81WB00YWUE](*id 12) https://www.link.kg/catalog/1/41493150",*  33320.7 ⊆   *,369 $
" Ноутбук Lenovo V15 G2 Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 256GB SSD m.2 NVMe, Intel HD Graphics 620, 15.6"" FULL HD, WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus, черный, сумка [82KB00Y8AK](*id 12) https://www.link.kg/catalog/1/41493462",*  33411 ⊆   *,370 $
" ASUS VivoBook F415E-AS31 Intel Core i3-1115G4 (up to 4.1GHz), 14"" LED FULL HD IPS (1920 x 1080), 4GB, 128GB SSD, Intel UHD Graphics, WiFi 5, BT 4.1, Fingerprint Scaner (Сканер отпечатка пальцев), USB-C, Backlight Chiclet Eng Keyboard, Eng-Rus, SLATE https://www.link.kg/catalog/1/41488486",*  35397.6 ⊆   *,392 $
" Ноутбук ASUS X509FA-BR952T Intel Core i3-10110U (4M Cache, up to 4,10 GHz) ,8GB DDR4, 256GB SSD ,Intel UHD Graphics 620,15.6"" HD , Webcam,Wi-Fi ,Bluetooth ,Win10H, Silver [90NB0MZ1-M17820](*id 12) https://www.link.kg/catalog/1/41493240",*  33411 ⊆   *,370 $
" HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 12GB, 1TB + 128GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374327",*  34133.4 ⊆   *,378 $
" Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus https://www.link.kg/catalog/1/41374185",*  34133.4 ⊆   *,378 $
" Ноутбук DELL Vostro 3400 14"" HD i3-1115G4 1.7-4.1GHz, 8GB, 256GB SSD m.2 NVMe, Webcam, Wi-Fi, Bluetooth, Eng-Rus, LAN, RJ-45, серый(*id 12) https://www.link.kg/catalog/1/41493234",*  33501.3 ⊆   *,371 $
" Моноблок Share 24, i3-10100, DDR4 SODIMM 8GB, SSD 256GB m.2 NVMe PCIe , 23.8"" FHD , WiFi, Bluetooth, черный, VGA, HDMI, 4xUSB, LAN, Audio(*id 12) https://www.link.kg/catalog/1/41492910",*  33591.6 ⊆   *,372 $
" Ноутбук Lenovo Ideapad 3 14ITL05 Intel Core i3-1115G4 (3.00-4.10Ghz), 12GB, 256GB SSD NVMe, 14” FULL HDLED UHD Graphics, WiFi, BT, WinEn11 Homes, серебристый, Eng-Rus 81X700FGUS(*id 12) https://www.link.kg/catalog/1/41493175",*  33591.6 ⊆   *,372 $
" Ноутбук Lenovo V15 G2 ITL Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 1TB HDD+256GB SSD m.2 NVMe, Intel UHD Graphics, 15.6"" FULL HD TN, WiFi, BT, LAN RJ45, DOS, Eng+Rus, черный [82KB0021AK](*id 12) https://www.link.kg/catalog/1/41493371",*  33681.9 ⊆   *,373 $
" Lenovo Ideapad S145-15AST Black A6-9225 (up to 3.00Ghz), 4GB DDR4, 256GB SSD, AMD Radeon R7 M445 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374213",*  34314 ⊆   *,380 $
" Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 12GB, 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus https://www.link.kg/catalog/1/41374195",*  34404.3 ⊆   *,381 $
" HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 16GB, 1TB + 128GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus https://www.link.kg/catalog/1/41374345",*  34494.6 ⊆   *,382 $
" Ноутбук ASUS X509FA-BR952T Intel Core i3-10110U (4M Cache, up to 4,10 GHz) ,12GB DDR4,1TB HDD ,Intel UHD Graphics 620,15.6"" HD , Webcam,Wi-Fi ,Bluetooth ,Win10H, Silver [90NB0MZ1-M17820](*id 12) https://www.link.kg/catalog/1/41493250",*  33862.5 ⊆   *,375 $
" Ноутбук Lenovo V15 G2 Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 256GB SSD m.2 NVMe, Intel HD Graphics 620, 15.6"" FULL HD, WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus, черный, сумка [82KB00Y8AK](*id 12) https://www.link.kg/catalog/1/41493119",*  33862.5 ⊆   *,375 $
" Acer Aspire 3 A315-58-37M9 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 8GB, 256GB SSD PCIe? NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, ELECTRIC BLUE https://www.link.kg/catalog/1/41488644",*  35939.4 ⊆   *,398 $
" Ноутбук Acer Aspire Black Intel Core i3-1005G1 (up to 3.4Ghz), 20GB, 500GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus(*id 12) https://www.link.kg/catalog/1/41493294",*  34043.1 ⊆   *,377 $
